"UNISTR_CHR","UNISTR_TXT","HTML_ENTITY","NOTES"
"\D805\DCBF","\D805\DCBF","&#x114bf;","TIRHUTA SIGN CANDRABINDU"
"\D805\DCC0","\D805\DCC0","&#x114c0;","TIRHUTA SIGN ANUSVARA"
"\D805\DCC1","\D805\DCC1","&#x114c1;","TIRHUTA SIGN VISARGA"
"\D805\DCC2","\D805\DCC2","&#x114c2;","TIRHUTA SIGN VIRAMA"
"\D805\DCC3","\D805\DCC3","&#x114c3;","TIRHUTA SIGN NUKTA"
"\D805\DCC4","\D805\DCC4","&#x114c4;","TIRHUTA SIGN AVAGRAHA"
"\D805\DCC5","\D805\DCC5","&#x114c5;","TIRHUTA GVANG"
"\D805\DCC6","\D805\DCC6","&#x114c6;","TIRHUTA ABBREVIATION SIGN"
"\D805\DCC7","\D805\DCC7","&#x114c7;","TIRHUTA OM"
"\D805\DCD0","\D805\DCD0","&#x114d0;","TIRHUTA DIGIT ZERO"
"\D805\DCD1","\D805\DCD1","&#x114d1;","TIRHUTA DIGIT ONE"
"\D805\DCD2","\D805\DCD2","&#x114d2;","TIRHUTA DIGIT TWO"
"\D805\DCD3","\D805\DCD3","&#x114d3;","TIRHUTA DIGIT THREE"
"\D805\DCD4","\D805\DCD4","&#x114d4;","TIRHUTA DIGIT FOUR"
"\D805\DCD5","\D805\DCD5","&#x114d5;","TIRHUTA DIGIT FIVE"
"\D805\DCD6","\D805\DCD6","&#x114d6;","TIRHUTA DIGIT SIX"
"\D805\DCD7","\D805\DCD7","&#x114d7;","TIRHUTA DIGIT SEVEN"
"\D805\DCD8","\D805\DCD8","&#x114d8;","TIRHUTA DIGIT EIGHT"
"\D805\DCD9","\D805\DCD9","&#x114d9;","TIRHUTA DIGIT NINE"
"\D805\DD80","\D805\DD80","&#x11580;","SIDDHAM LETTER A"
"\D805\DD81","\D805\DD81","&#x11581;","SIDDHAM LETTER AA"
"\D805\DD82","\D805\DD82","&#x11582;","SIDDHAM LETTER I"
"\D805\DD83","\D805\DD83","&#x11583;","SIDDHAM LETTER II"
"\D805\DD84","\D805\DD84","&#x11584;","SIDDHAM LETTER U"
"\D805\DD85","\D805\DD85","&#x11585;","SIDDHAM LETTER UU"
"\D805\DD86","\D805\DD86","&#x11586;","SIDDHAM LETTER VOCALIC R"
"\D805\DD87","\D805\DD87","&#x11587;","SIDDHAM LETTER VOCALIC RR"
"\D805\DD88","\D805\DD88","&#x11588;","SIDDHAM LETTER VOCALIC L"
"\D805\DD89","\D805\DD89","&#x11589;","SIDDHAM LETTER VOCALIC LL"
"\D805\DD8A","\D805\DD8A","&#x1158a;","SIDDHAM LETTER E"
"\D805\DD8B","\D805\DD8B","&#x1158b;","SIDDHAM LETTER AI"
"\D805\DD8C","\D805\DD8C","&#x1158c;","SIDDHAM LETTER O"
"\D805\DD8D","\D805\DD8D","&#x1158d;","SIDDHAM LETTER AU"
"\D805\DD8E","\D805\DD8E","&#x1158e;","SIDDHAM LETTER KA"
"\D805\DD8F","\D805\DD8F","&#x1158f;","SIDDHAM LETTER KHA"
"\D805\DD90","\D805\DD90","&#x11590;","SIDDHAM LETTER GA"
"\D805\DD91","\D805\DD91","&#x11591;","SIDDHAM LETTER GHA"
"\D805\DD92","\D805\DD92","&#x11592;","SIDDHAM LETTER NGA"
"\D805\DD93","\D805\DD93","&#x11593;","SIDDHAM LETTER CA"
"\D805\DD94","\D805\DD94","&#x11594;","SIDDHAM LETTER CHA"
"\D805\DD95","\D805\DD95","&#x11595;","SIDDHAM LETTER JA"
"\D805\DD96","\D805\DD96","&#x11596;","SIDDHAM LETTER JHA"
"\D805\DD97","\D805\DD97","&#x11597;","SIDDHAM LETTER NYA"
"\D805\DD98","\D805\DD98","&#x11598;","SIDDHAM LETTER TTA"
"\D805\DD99","\D805\DD99","&#x11599;","SIDDHAM LETTER TTHA"
"\D805\DD9A","\D805\DD9A","&#x1159a;","SIDDHAM LETTER DDA"
"\D805\DD9B","\D805\DD9B","&#x1159b;","SIDDHAM LETTER DDHA"
"\D805\DD9C","\D805\DD9C","&#x1159c;","SIDDHAM LETTER NNA"
"\D805\DD9D","\D805\DD9D","&#x1159d;","SIDDHAM LETTER TA"
"\D805\DD9E","\D805\DD9E","&#x1159e;","SIDDHAM LETTER THA"
"\D805\DD9F","\D805\DD9F","&#x1159f;","SIDDHAM LETTER DA"
"\D805\DDA0","\D805\DDA0","&#x115a0;","SIDDHAM LETTER DHA"
"\D805\DDA1","\D805\DDA1","&#x115a1;","SIDDHAM LETTER NA"
"\D805\DDA2","\D805\DDA2","&#x115a2;","SIDDHAM LETTER PA"
"\D805\DDA3","\D805\DDA3","&#x115a3;","SIDDHAM LETTER PHA"
"\D805\DDA4","\D805\DDA4","&#x115a4;","SIDDHAM LETTER BA"
"\D805\DDA5","\D805\DDA5","&#x115a5;","SIDDHAM LETTER BHA"
"\D805\DDA6","\D805\DDA6","&#x115a6;","SIDDHAM LETTER MA"
"\D805\DDA7","\D805\DDA7","&#x115a7;","SIDDHAM LETTER YA"
"\D805\DDA8","\D805\DDA8","&#x115a8;","SIDDHAM LETTER RA"
"\D805\DDA9","\D805\DDA9","&#x115a9;","SIDDHAM LETTER LA"
"\D805\DDAA","\D805\DDAA","&#x115aa;","SIDDHAM LETTER VA"
"\D805\DDAB","\D805\DDAB","&#x115ab;","SIDDHAM LETTER SHA"
"\D805\DDAC","\D805\DDAC","&#x115ac;","SIDDHAM LETTER SSA"
"\D805\DDAD","\D805\DDAD","&#x115ad;","SIDDHAM LETTER SA"
"\D805\DDAE","\D805\DDAE","&#x115ae;","SIDDHAM LETTER HA"
"\D805\DDAF","\D805\DDAF","&#x115af;","SIDDHAM VOWEL SIGN AA"
"\D805\DDB0","\D805\DDB0","&#x115b0;","SIDDHAM VOWEL SIGN I"
"\D805\DDB1","\D805\DDB1","&#x115b1;","SIDDHAM VOWEL SIGN II"
"\D805\DDB2","\D805\DDB2","&#x115b2;","SIDDHAM VOWEL SIGN U"
"\D805\DDB3","\D805\DDB3","&#x115b3;","SIDDHAM VOWEL SIGN UU"
"\D805\DDB4","\D805\DDB4","&#x115b4;","SIDDHAM VOWEL SIGN VOCALIC R"
"\D805\DDB5","\D805\DDB5","&#x115b5;","SIDDHAM VOWEL SIGN VOCALIC RR"
"\D805\DDB8","\D805\DDB8","&#x115b8;","SIDDHAM VOWEL SIGN E"
"\D805\DDB9","\D805\DDB9","&#x115b9;","SIDDHAM VOWEL SIGN AI"
"\D805\DDBA","\D805\DDBA","&#x115ba;","SIDDHAM VOWEL SIGN O"
"\D805\DDBB","\D805\DDBB","&#x115bb;","SIDDHAM VOWEL SIGN AU"
"\D805\DDBC","\D805\DDBC","&#x115bc;","SIDDHAM SIGN CANDRABINDU"
"\D805\DDBD","\D805\DDBD","&#x115bd;","SIDDHAM SIGN ANUSVARA"
"\D805\DDBE","\D805\DDBE","&#x115be;","SIDDHAM SIGN VISARGA"
"\D805\DDBF","\D805\DDBF","&#x115bf;","SIDDHAM SIGN VIRAMA"
"\D805\DDC0","\D805\DDC0","&#x115c0;","SIDDHAM SIGN NUKTA"
"\D805\DDC1","\D805\DDC1","&#x115c1;","SIDDHAM SIGN SIDDHAM"
"\D805\DDC2","\D805\DDC2","&#x115c2;","SIDDHAM DANDA"
"\D805\DDC3","\D805\DDC3","&#x115c3;","SIDDHAM DOUBLE DANDA"
"\D805\DDC4","\D805\DDC4","&#x115c4;","SIDDHAM SEPARATOR DOT"
"\D805\DDC5","\D805\DDC5","&#x115c5;","SIDDHAM SEPARATOR BAR"
"\D805\DDC6","\D805\DDC6","&#x115c6;","SIDDHAM REPETITION MARK-1"
"\D805\DDC7","\D805\DDC7","&#x115c7;","SIDDHAM REPETITION MARK-2"
"\D805\DDC8","\D805\DDC8","&#x115c8;","SIDDHAM REPETITION MARK-3"
"\D805\DDC9","\D805\DDC9","&#x115c9;","SIDDHAM END OF TEXT MARK"
"\D805\DDCA","\D805\DDCA","&#x115ca;","SIDDHAM SECTION MARK WITH TRIDENT AND U-SHAPED ORNAMENTS"
"\D805\DDCB","\D805\DDCB","&#x115cb;","SIDDHAM SECTION MARK WITH TRIDENT AND DOTTED CRESCENTS"
"\D805\DDCC","\D805\DDCC","&#x115cc;","SIDDHAM SECTION MARK WITH RAYS AND DOTTED CRESCENTS"
"\D805\DDCD","\D805\DDCD","&#x115cd;","SIDDHAM SECTION MARK WITH RAYS AND DOTTED DOUBLE CRESCENTS"
"\D805\DDCE","\D805\DDCE","&#x115ce;","SIDDHAM SECTION MARK WITH RAYS AND DOTTED TRIPLE CRESCENTS"
"\D805\DDCF","\D805\DDCF","&#x115cf;","SIDDHAM SECTION MARK DOUBLE RING"
"\D805\DDD0","\D805\DDD0","&#x115d0;","SIDDHAM SECTION MARK DOUBLE RING WITH RAYS"
"\D805\DDD1","\D805\DDD1","&#x115d1;","SIDDHAM SECTION MARK WITH DOUBLE CRESCENTS"
"\D805\DDD2","\D805\DDD2","&#x115d2;","SIDDHAM SECTION MARK WITH TRIPLE CRESCENTS"
"\D805\DDD3","\D805\DDD3","&#x115d3;","SIDDHAM SECTION MARK WITH QUADRUPLE CRESCENTS"
"\D805\DDD4","\D805\DDD4","&#x115d4;","SIDDHAM SECTION MARK WITH SEPTUPLE CRESCENTS"
"\D805\DDD5","\D805\DDD5","&#x115d5;","SIDDHAM SECTION MARK WITH CIRCLES AND RAYS"
"\D805\DDD6","\D805\DDD6","&#x115d6;","SIDDHAM SECTION MARK WITH CIRCLES AND TWO ENCLOSURES"
"\D805\DDD7","\D805\DDD7","&#x115d7;","SIDDHAM SECTION MARK WITH CIRCLES AND FOUR ENCLOSURES"
"\D805\DDD8","\D805\DDD8","&#x115d8;","SIDDHAM LETTER THREE-CIRCLE ALTERNATE I"
"\D805\DDD9","\D805\DDD9","&#x115d9;","SIDDHAM LETTER TWO-CIRCLE ALTERNATE I"
"\D805\DDDA","\D805\DDDA","&#x115da;","SIDDHAM LETTER TWO-CIRCLE ALTERNATE II"
"\D805\DDDB","\D805\DDDB","&#x115db;","SIDDHAM LETTER ALTERNATE U"
"\D805\DDDC","\D805\DDDC","&#x115dc;","SIDDHAM VOWEL SIGN ALTERNATE U"
"\D805\DDDD","\D805\DDDD","&#x115dd;","SIDDHAM VOWEL SIGN ALTERNATE UU"
"\D805\DE00","\D805\DE00","&#x11600;","MODI LETTER A"
"\D805\DE01","\D805\DE01","&#x11601;","MODI LETTER AA"
"\D805\DE02","\D805\DE02","&#x11602;","MODI LETTER I"
"\D805\DE03","\D805\DE03","&#x11603;","MODI LETTER II"
"\D805\DE04","\D805\DE04","&#x11604;","MODI LETTER U"
"\D805\DE05","\D805\DE05","&#x11605;","MODI LETTER UU"
"\D805\DE06","\D805\DE06","&#x11606;","MODI LETTER VOCALIC R"
"\D805\DE07","\D805\DE07","&#x11607;","MODI LETTER VOCALIC RR"
"\D805\DE08","\D805\DE08","&#x11608;","MODI LETTER VOCALIC L"
"\D805\DE09","\D805\DE09","&#x11609;","MODI LETTER VOCALIC LL"
"\D805\DE0A","\D805\DE0A","&#x1160a;","MODI LETTER E"
"\D805\DE0B","\D805\DE0B","&#x1160b;","MODI LETTER AI"
"\D805\DE0C","\D805\DE0C","&#x1160c;","MODI LETTER O"
"\D805\DE0D","\D805\DE0D","&#x1160d;","MODI LETTER AU"
"\D805\DE0E","\D805\DE0E","&#x1160e;","MODI LETTER KA"
"\D805\DE0F","\D805\DE0F","&#x1160f;","MODI LETTER KHA"
"\D805\DE10","\D805\DE10","&#x11610;","MODI LETTER GA"
"\D805\DE11","\D805\DE11","&#x11611;","MODI LETTER GHA"
"\D805\DE12","\D805\DE12","&#x11612;","MODI LETTER NGA"
"\D805\DE13","\D805\DE13","&#x11613;","MODI LETTER CA"
"\D805\DE14","\D805\DE14","&#x11614;","MODI LETTER CHA"
"\D805\DE15","\D805\DE15","&#x11615;","MODI LETTER JA"
"\D805\DE16","\D805\DE16","&#x11616;","MODI LETTER JHA"
"\D805\DE17","\D805\DE17","&#x11617;","MODI LETTER NYA"
"\D805\DE18","\D805\DE18","&#x11618;","MODI LETTER TTA"
"\D805\DE19","\D805\DE19","&#x11619;","MODI LETTER TTHA"
"\D805\DE1A","\D805\DE1A","&#x1161a;","MODI LETTER DDA"
"\D805\DE1B","\D805\DE1B","&#x1161b;","MODI LETTER DDHA"
"\D805\DE1C","\D805\DE1C","&#x1161c;","MODI LETTER NNA"
"\D805\DE1D","\D805\DE1D","&#x1161d;","MODI LETTER TA"
"\D805\DE1E","\D805\DE1E","&#x1161e;","MODI LETTER THA"
"\D805\DE1F","\D805\DE1F","&#x1161f;","MODI LETTER DA"
"\D805\DE20","\D805\DE20","&#x11620;","MODI LETTER DHA"
"\D805\DE21","\D805\DE21","&#x11621;","MODI LETTER NA"
"\D805\DE22","\D805\DE22","&#x11622;","MODI LETTER PA"
"\D805\DE23","\D805\DE23","&#x11623;","MODI LETTER PHA"
"\D805\DE24","\D805\DE24","&#x11624;","MODI LETTER BA"
"\D805\DE25","\D805\DE25","&#x11625;","MODI LETTER BHA"
"\D805\DE26","\D805\DE26","&#x11626;","MODI LETTER MA"
"\D805\DE27","\D805\DE27","&#x11627;","MODI LETTER YA"
"\D805\DE28","\D805\DE28","&#x11628;","MODI LETTER RA"
"\D805\DE29","\D805\DE29","&#x11629;","MODI LETTER LA"
"\D805\DE2A","\D805\DE2A","&#x1162a;","MODI LETTER VA"
"\D805\DE2B","\D805\DE2B","&#x1162b;","MODI LETTER SHA"
"\D805\DE2C","\D805\DE2C","&#x1162c;","MODI LETTER SSA"
"\D805\DE2D","\D805\DE2D","&#x1162d;","MODI LETTER SA"
"\D805\DE2E","\D805\DE2E","&#x1162e;","MODI LETTER HA"
"\D805\DE2F","\D805\DE2F","&#x1162f;","MODI LETTER LLA"
"\D805\DE30","\D805\DE30","&#x11630;","MODI VOWEL SIGN AA"
"\D805\DE31","\D805\DE31","&#x11631;","MODI VOWEL SIGN I"
"\D805\DE32","\D805\DE32","&#x11632;","MODI VOWEL SIGN II"
"\D805\DE33","\D805\DE33","&#x11633;","MODI VOWEL SIGN U"
"\D805\DE34","\D805\DE34","&#x11634;","MODI VOWEL SIGN UU"
"\D805\DE35","\D805\DE35","&#x11635;","MODI VOWEL SIGN VOCALIC R"
"\D805\DE36","\D805\DE36","&#x11636;","MODI VOWEL SIGN VOCALIC RR"
"\D805\DE37","\D805\DE37","&#x11637;","MODI VOWEL SIGN VOCALIC L"
"\D805\DE38","\D805\DE38","&#x11638;","MODI VOWEL SIGN VOCALIC LL"
"\D805\DE39","\D805\DE39","&#x11639;","MODI VOWEL SIGN E"
"\D805\DE3A","\D805\DE3A","&#x1163a;","MODI VOWEL SIGN AI"
"\D805\DE3B","\D805\DE3B","&#x1163b;","MODI VOWEL SIGN O"
"\D805\DE3C","\D805\DE3C","&#x1163c;","MODI VOWEL SIGN AU"
"\D805\DE3D","\D805\DE3D","&#x1163d;","MODI SIGN ANUSVARA"
"\D805\DE3E","\D805\DE3E","&#x1163e;","MODI SIGN VISARGA"
"\D805\DE3F","\D805\DE3F","&#x1163f;","MODI SIGN VIRAMA"
"\D805\DE40","\D805\DE40","&#x11640;","MODI SIGN ARDHACANDRA"
"\D805\DE41","\D805\DE41","&#x11641;","MODI DANDA"
"\D805\DE42","\D805\DE42","&#x11642;","MODI DOUBLE DANDA"
"\D805\DE43","\D805\DE43","&#x11643;","MODI ABBREVIATION SIGN"
"\D805\DE44","\D805\DE44","&#x11644;","MODI SIGN HUVA"
"\D805\DE50","\D805\DE50","&#x11650;","MODI DIGIT ZERO"
"\D805\DE51","\D805\DE51","&#x11651;","MODI DIGIT ONE"
"\D805\DE52","\D805\DE52","&#x11652;","MODI DIGIT TWO"
"\D805\DE53","\D805\DE53","&#x11653;","MODI DIGIT THREE"
"\D805\DE54","\D805\DE54","&#x11654;","MODI DIGIT FOUR"
"\D805\DE55","\D805\DE55","&#x11655;","MODI DIGIT FIVE"
"\D805\DE56","\D805\DE56","&#x11656;","MODI DIGIT SIX"
"\D805\DE57","\D805\DE57","&#x11657;","MODI DIGIT SEVEN"
"\D805\DE58","\D805\DE58","&#x11658;","MODI DIGIT EIGHT"
"\D805\DE59","\D805\DE59","&#x11659;","MODI DIGIT NINE"
"\D805\DE60","\D805\DE60","&#x11660;","MONGOLIAN BIRGA WITH ORNAMENT"
"\D805\DE61","\D805\DE61","&#x11661;","MONGOLIAN ROTATED BIRGA"
"\D805\DE62","\D805\DE62","&#x11662;","MONGOLIAN DOUBLE BIRGA WITH ORNAMENT"
"\D805\DE63","\D805\DE63","&#x11663;","MONGOLIAN TRIPLE BIRGA WITH ORNAMENT"
"\D805\DE64","\D805\DE64","&#x11664;","MONGOLIAN BIRGA WITH DOUBLE ORNAMENT"
"\D805\DE65","\D805\DE65","&#x11665;","MONGOLIAN ROTATED BIRGA WITH ORNAMENT"
"\D805\DE66","\D805\DE66","&#x11666;","MONGOLIAN ROTATED BIRGA WITH DOUBLE ORNAMENT"
"\D805\DE67","\D805\DE67","&#x11667;","MONGOLIAN INVERTED BIRGA"
"\D805\DE68","\D805\DE68","&#x11668;","MONGOLIAN INVERTED BIRGA WITH DOUBLE ORNAMENT"
"\D805\DE69","\D805\DE69","&#x11669;","MONGOLIAN SWIRL BIRGA"
"\D805\DE6A","\D805\DE6A","&#x1166a;","MONGOLIAN SWIRL BIRGA WITH ORNAMENT"
"\D805\DE6B","\D805\DE6B","&#x1166b;","MONGOLIAN SWIRL BIRGA WITH DOUBLE ORNAMENT"
"\D805\DE6C","\D805\DE6C","&#x1166c;","MONGOLIAN TURNED SWIRL BIRGA WITH DOUBLE ORNAMENT"
"\D805\DE80","\D805\DE80","&#x11680;","TAKRI LETTER A"
"\D805\DE81","\D805\DE81","&#x11681;","TAKRI LETTER AA"
"\D805\DE82","\D805\DE82","&#x11682;","TAKRI LETTER I"
"\D805\DE83","\D805\DE83","&#x11683;","TAKRI LETTER II"
"\D805\DE84","\D805\DE84","&#x11684;","TAKRI LETTER U"
"\D805\DE85","\D805\DE85","&#x11685;","TAKRI LETTER UU"
"\D805\DE86","\D805\DE86","&#x11686;","TAKRI LETTER E"
"\D805\DE87","\D805\DE87","&#x11687;","TAKRI LETTER AI"
"\D805\DE88","\D805\DE88","&#x11688;","TAKRI LETTER O"
"\D805\DE89","\D805\DE89","&#x11689;","TAKRI LETTER AU"
"\D805\DE8A","\D805\DE8A","&#x1168a;","TAKRI LETTER KA"
"\D805\DE8B","\D805\DE8B","&#x1168b;","TAKRI LETTER KHA"
"\D805\DE8C","\D805\DE8C","&#x1168c;","TAKRI LETTER GA"
"\D805\DE8D","\D805\DE8D","&#x1168d;","TAKRI LETTER GHA"
"\D805\DE8E","\D805\DE8E","&#x1168e;","TAKRI LETTER NGA"
"\D805\DE8F","\D805\DE8F","&#x1168f;","TAKRI LETTER CA"
"\D805\DE90","\D805\DE90","&#x11690;","TAKRI LETTER CHA"
"\D805\DE91","\D805\DE91","&#x11691;","TAKRI LETTER JA"
"\D805\DE92","\D805\DE92","&#x11692;","TAKRI LETTER JHA"
"\D805\DE93","\D805\DE93","&#x11693;","TAKRI LETTER NYA"
"\D805\DE94","\D805\DE94","&#x11694;","TAKRI LETTER TTA"
"\D805\DE95","\D805\DE95","&#x11695;","TAKRI LETTER TTHA"
"\D805\DE96","\D805\DE96","&#x11696;","TAKRI LETTER DDA"
"\D805\DE97","\D805\DE97","&#x11697;","TAKRI LETTER DDHA"
"\D805\DE98","\D805\DE98","&#x11698;","TAKRI LETTER NNA"
"\D805\DE99","\D805\DE99","&#x11699;","TAKRI LETTER TA"
"\D805\DE9A","\D805\DE9A","&#x1169a;","TAKRI LETTER THA"
"\D805\DE9B","\D805\DE9B","&#x1169b;","TAKRI LETTER DA"
"\D805\DE9C","\D805\DE9C","&#x1169c;","TAKRI LETTER DHA"
"\D805\DE9D","\D805\DE9D","&#x1169d;","TAKRI LETTER NA"
"\D805\DE9E","\D805\DE9E","&#x1169e;","TAKRI LETTER PA"
"\D805\DE9F","\D805\DE9F","&#x1169f;","TAKRI LETTER PHA"
"\D805\DEA0","\D805\DEA0","&#x116a0;","TAKRI LETTER BA"
"\D805\DEA1","\D805\DEA1","&#x116a1;","TAKRI LETTER BHA"
"\D805\DEA2","\D805\DEA2","&#x116a2;","TAKRI LETTER MA"
"\D805\DEA3","\D805\DEA3","&#x116a3;","TAKRI LETTER YA"
"\D805\DEA4","\D805\DEA4","&#x116a4;","TAKRI LETTER RA"
"\D805\DEA5","\D805\DEA5","&#x116a5;","TAKRI LETTER LA"
"\D805\DEA6","\D805\DEA6","&#x116a6;","TAKRI LETTER VA"
"\D805\DEA7","\D805\DEA7","&#x116a7;","TAKRI LETTER SHA"
"\D805\DEA8","\D805\DEA8","&#x116a8;","TAKRI LETTER SA"
"\D805\DEA9","\D805\DEA9","&#x116a9;","TAKRI LETTER HA"
"\D805\DEAA","\D805\DEAA","&#x116aa;","TAKRI LETTER RRA"
"\D805\DEAB","\D805\DEAB","&#x116ab;","TAKRI SIGN ANUSVARA"
"\D805\DEAC","\D805\DEAC","&#x116ac;","TAKRI SIGN VISARGA"
"\D805\DEAD","\D805\DEAD","&#x116ad;","TAKRI VOWEL SIGN AA"
"\D805\DEAE","\D805\DEAE","&#x116ae;","TAKRI VOWEL SIGN I"
"\D805\DEAF","\D805\DEAF","&#x116af;","TAKRI VOWEL SIGN II"
"\D805\DEB0","\D805\DEB0","&#x116b0;","TAKRI VOWEL SIGN U"
"\D805\DEB1","\D805\DEB1","&#x116b1;","TAKRI VOWEL SIGN UU"
"\D805\DEB2","\D805\DEB2","&#x116b2;","TAKRI VOWEL SIGN E"
"\D805\DEB3","\D805\DEB3","&#x116b3;","TAKRI VOWEL SIGN AI"
"\D805\DEB4","\D805\DEB4","&#x116b4;","TAKRI VOWEL SIGN O"
"\D805\DEB5","\D805\DEB5","&#x116b5;","TAKRI VOWEL SIGN AU"
"\D805\DEB6","\D805\DEB6","&#x116b6;","TAKRI SIGN VIRAMA"
"\D805\DEB7","\D805\DEB7","&#x116b7;","TAKRI SIGN NUKTA"
"\D805\DEB8","\D805\DEB8","&#x116b8;","TAKRI LETTER ARCHAIC KHA"
"\D805\DEB9","\D805\DEB9","&#x116b9;","TAKRI ABBREVIATION SIGN"
"\D805\DEC0","\D805\DEC0","&#x116c0;","TAKRI DIGIT ZERO"
"\D805\DEC1","\D805\DEC1","&#x116c1;","TAKRI DIGIT ONE"
"\D805\DEC2","\D805\DEC2","&#x116c2;","TAKRI DIGIT TWO"
"\D805\DEC3","\D805\DEC3","&#x116c3;","TAKRI DIGIT THREE"
"\D805\DEC4","\D805\DEC4","&#x116c4;","TAKRI DIGIT FOUR"
"\D805\DEC5","\D805\DEC5","&#x116c5;","TAKRI DIGIT FIVE"
"\D805\DEC6","\D805\DEC6","&#x116c6;","TAKRI DIGIT SIX"
"\D805\DEC7","\D805\DEC7","&#x116c7;","TAKRI DIGIT SEVEN"
"\D805\DEC8","\D805\DEC8","&#x116c8;","TAKRI DIGIT EIGHT"
"\D805\DEC9","\D805\DEC9","&#x116c9;","TAKRI DIGIT NINE"
"\D805\DED0","\D805\DED0","&#x116d0;","MYANMAR PAO DIGIT ZERO"
"\D805\DED1","\D805\DED1","&#x116d1;","MYANMAR PAO DIGIT ONE"
"\D805\DED2","\D805\DED2","&#x116d2;","MYANMAR PAO DIGIT TWO"
"\D805\DED3","\D805\DED3","&#x116d3;","MYANMAR PAO DIGIT THREE"
"\D805\DED4","\D805\DED4","&#x116d4;","MYANMAR PAO DIGIT FOUR"
"\D805\DED5","\D805\DED5","&#x116d5;","MYANMAR PAO DIGIT FIVE"
"\D805\DED6","\D805\DED6","&#x116d6;","MYANMAR PAO DIGIT SIX"
"\D805\DED7","\D805\DED7","&#x116d7;","MYANMAR PAO DIGIT SEVEN"
"\D805\DED8","\D805\DED8","&#x116d8;","MYANMAR PAO DIGIT EIGHT"
"\D805\DED9","\D805\DED9","&#x116d9;","MYANMAR PAO DIGIT NINE"
"\D805\DEDA","\D805\DEDA","&#x116da;","MYANMAR EASTERN PWO KAREN DIGIT ZERO"
"\D805\DEDB","\D805\DEDB","&#x116db;","MYANMAR EASTERN PWO KAREN DIGIT ONE"
"\D805\DEDC","\D805\DEDC","&#x116dc;","MYANMAR EASTERN PWO KAREN DIGIT TWO"
"\D805\DEDD","\D805\DEDD","&#x116dd;","MYANMAR EASTERN PWO KAREN DIGIT THREE"
"\D805\DEDE","\D805\DEDE","&#x116de;","MYANMAR EASTERN PWO KAREN DIGIT FOUR"
"\D805\DEDF","\D805\DEDF","&#x116df;","MYANMAR EASTERN PWO KAREN DIGIT FIVE"
"\D805\DEE0","\D805\DEE0","&#x116e0;","MYANMAR EASTERN PWO KAREN DIGIT SIX"
"\D805\DEE1","\D805\DEE1","&#x116e1;","MYANMAR EASTERN PWO KAREN DIGIT SEVEN"
"\D805\DEE2","\D805\DEE2","&#x116e2;","MYANMAR EASTERN PWO KAREN DIGIT EIGHT"
"\D805\DEE3","\D805\DEE3","&#x116e3;","MYANMAR EASTERN PWO KAREN DIGIT NINE"
"\D805\DF00","\D805\DF00","&#x11700;","AHOM LETTER KA"
"\D805\DF01","\D805\DF01","&#x11701;","AHOM LETTER KHA"
"\D805\DF02","\D805\DF02","&#x11702;","AHOM LETTER NGA"
"\D805\DF03","\D805\DF03","&#x11703;","AHOM LETTER NA"
"\D805\DF04","\D805\DF04","&#x11704;","AHOM LETTER TA"
"\D805\DF05","\D805\DF05","&#x11705;","AHOM LETTER ALTERNATE TA"
"\D805\DF06","\D805\DF06","&#x11706;","AHOM LETTER PA"
"\D805\DF07","\D805\DF07","&#x11707;","AHOM LETTER PHA"
"\D805\DF08","\D805\DF08","&#x11708;","AHOM LETTER BA"
"\D805\DF09","\D805\DF09","&#x11709;","AHOM LETTER MA"
"\D805\DF0A","\D805\DF0A","&#x1170a;","AHOM LETTER JA"
"\D805\DF0B","\D805\DF0B","&#x1170b;","AHOM LETTER CHA"
"\D805\DF0C","\D805\DF0C","&#x1170c;","AHOM LETTER THA"
"\D805\DF0D","\D805\DF0D","&#x1170d;","AHOM LETTER RA"
"\D805\DF0E","\D805\DF0E","&#x1170e;","AHOM LETTER LA"
"\D805\DF0F","\D805\DF0F","&#x1170f;","AHOM LETTER SA"
"\D805\DF10","\D805\DF10","&#x11710;","AHOM LETTER NYA"
"\D805\DF11","\D805\DF11","&#x11711;","AHOM LETTER HA"
"\D805\DF12","\D805\DF12","&#x11712;","AHOM LETTER A"
"\D805\DF13","\D805\DF13","&#x11713;","AHOM LETTER DA"
"\D805\DF14","\D805\DF14","&#x11714;","AHOM LETTER DHA"
"\D805\DF15","\D805\DF15","&#x11715;","AHOM LETTER GA"
"\D805\DF16","\D805\DF16","&#x11716;","AHOM LETTER ALTERNATE GA"
"\D805\DF17","\D805\DF17","&#x11717;","AHOM LETTER GHA"
"\D805\DF18","\D805\DF18","&#x11718;","AHOM LETTER BHA"
"\D805\DF19","\D805\DF19","&#x11719;","AHOM LETTER JHA"
"\D805\DF1A","\D805\DF1A","&#x1171a;","AHOM LETTER ALTERNATE BA"
"\D805\DF1D","\D805\DF1D","&#x1171d;","AHOM CONSONANT SIGN MEDIAL LA"
"\D805\DF1E","\D805\DF1E","&#x1171e;","AHOM CONSONANT SIGN MEDIAL RA"
"\D805\DF1F","\D805\DF1F","&#x1171f;","AHOM CONSONANT SIGN MEDIAL LIGATING RA"
"\D805\DF20","\D805\DF20","&#x11720;","AHOM VOWEL SIGN A"
"\D805\DF21","\D805\DF21","&#x11721;","AHOM VOWEL SIGN AA"
"\D805\DF22","\D805\DF22","&#x11722;","AHOM VOWEL SIGN I"
